Order_Number,Customer_identifier,Order_Date,City,Region,State_Code,Country_Code,Cart_Discount_Amount,Order_Subtotal_Amount,Shipping_Method_Title,Currency,Currency_Symbol,Order_Shipping_Amount,Order_Refund_Amount,Order_Total_Amount,Order_Total_Tax_Amount,SKU,Item_#,Item_Name,Quantity_(- Refund),Item_Cost,Coupon_Code,Discount_Amount,Discount_Amount_Tax,Attribution,Website
7501,16,03/04/2025,"Swanley,",South East,Kent,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Bing.com,Squarespace
7677,16,03/05/2025,"Swanley,",South East,Kent,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6304,17,25/10/2024,Sittingbourne,South East,ENGLAND,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Direct,Squarespace
7055,17,03/02/2025,Sittingbourne,South East,ENGLAND,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7259,17,03/03/2025,Sittingbourne,South East,ENGLAND,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7498,17,03/04/2025,Sittingbourne,South East,ENGLAND,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7676,17,03/05/2025,Sittingbourne,South East,ENGLAND,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6131,18,02/10/2024,Greywell,South East,HAMPSHIRE,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6353,18,02/11/2024,Greywell,South East,HAMPSHIRE,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Ferryx.com,Squarespace
6561,18,02/12/2024,Greywell,South East,HAMPSHIRE,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6778,18,02/01/2025,Greywell,South East,HAMPSHIRE,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7051,18,02/02/2025,Greywell,South East,HAMPSHIRE,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7258,18,02/03/2025,Greywell,South East,HAMPSHIRE,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7494,18,02/04/2025,Greywell,South East,HAMPSHIRE,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7675,18,02/05/2025,Greywell,South East,HAMPSHIRE,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6781,19,03/01/2025,Leeds,Yorkshire and the Humber,,GB,0,16.66,Royal Mail First Class,GBP,£,3.99,0,23.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Organic: Google,Squarespace
7269,19,04/03/2025,Leeds,Yorkshire and the Humber,England,GB,2.5,16.66,Royal Mail Second Class,GBP,£,2.99,0,19.98,2.83,SQ9497841,1,One Month's Supply,1,14.16,rev15,2.5,0.5,Web admin,Squarespace
7674,19,02/05/2025,Leeds,Yorkshire and the Humber,,GB,0,16.66,Royal Mail Second Class,GBP,£,2.99,0,22.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Organic: Google,Squarespace
7673,20,01/05/2025,Wallingford,South East,Oxfordshire,GB,0,49.98,Royal Mail Second Class,GBP,£,2.99,0,62.96,9.99,SQ9497841,1,One Month's Supply,3,16.66,,,,Organic: Google,Squarespace
6538,21,29/11/2024,Market Harborough,East Midlands,,GB,0,16.66,Royal Mail Second Class,GBP,£,2.99,0,22.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Unknown,Squarespace
6774,21,01/01/2025,Market Harborough,East Midlands,AL,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7047,21,01/02/2025,Market Harborough,East Midlands,AL,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7256,21,01/03/2025,Market Harborough,East Midlands,AL,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: M.facebook.com,Squarespace
7484,21,01/04/2025,Market Harborough,East Midlands,AL,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7672,21,01/05/2025,Market Harborough,East Midlands,AL,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
1350,21,02/07/2024,Market Harborough,East Midlands,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
6076,22,26/09/2024,Halesowen,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
6773,22,01/01/2025,Halesowen,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7046,22,01/02/2025,Halesowen,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
7255,22,01/03/2025,Halesowen,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7483,22,01/04/2025,Halesowen,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7671,22,01/05/2025,Halesowen,West Midlands,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
1603,22,26/08/2024,Halesowen,West Midlands,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1465,22,26/07/2024,Halesowen,West Midlands,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1312,22,26/06/2024,Halesowen,West Midlands,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1165,22,26/05/2024,Halesowen,West Midlands,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1006,22,26/04/2024,Halesowen,West Midlands,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
631,22,23/01/2024,Halesowen,West Midlands,West Midlands,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,8 Week Trial,1,35.98,discount,9,0,Unknown,Woocommerce
6127,23,01/10/2024,Dereham,East of England,Norfolk,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6352,23,01/11/2024,Dereham,East of England,Norfolk,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6559,23,01/12/2024,Dereham,East of England,Norfolk,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6772,23,01/01/2025,Dereham,East of England,Norfolk,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7045,23,01/02/2025,Dereham,East of England,Norfolk,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
7254,23,01/03/2025,Dereham,East of England,Norfolk,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7482,23,01/04/2025,Dereham,East of England,Norfolk,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7670,23,01/05/2025,Dereham,East of England,Norfolk,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
920,23,23/04/2024,Dereham,East of England,,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,8 Week Trial,1,35.98,,,,Unknown,Woocommerce
6126,24,01/10/2024,Maldon,East of England,Essex,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6351,24,01/11/2024,Maldon,East of England,Essex,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6558,24,01/12/2024,Maldon,East of England,Essex,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6771,24,01/01/2025,Maldon,East of England,Essex,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
7044,24,01/02/2025,Maldon,East of England,Essex,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Bing.com,Squarespace
7253,24,01/03/2025,Maldon,East of England,Essex,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7481,24,01/04/2025,Maldon,East of England,Essex,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7669,24,01/05/2025,Maldon,East of England,Essex,GB,0,12.49,Royal Mail First Class,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
1629,24,01/09/2024,Maldon,East of England,Essex,GB,0,14.99,Shipping,GBP,£,3.99,0,18.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1490,24,01/08/2024,Maldon,East of England,Essex,GB,0,14.99,Shipping,GBP,£,3.99,0,18.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1343,24,01/07/2024,Maldon,East of England,Essex,GB,0,14.99,Shipping,GBP,£,3.99,0,18.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1185,24,01/06/2024,Maldon,East of England,Essex,GB,0,14.99,Shipping,GBP,£,3.99,0,18.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1046,24,01/05/2024,Maldon,East of England,Essex,GB,0,14.99,Shipping,GBP,£,3.99,0,18.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
851,24,01/04/2024,Maldon,East of England,Essex,GB,0,14.99,Shipping,GBP,£,3.99,0,18.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
553,24,28/12/2023,Maldon,East of England,ESSEX,GB,0,12.49,Shipping,GBP,£,3.99,0,18.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Woocommerce
6118,25,30/09/2024,Brentford,Greater London,ENGLAND,GB,0,16.66,Royal Mail First Class,GBP,£,3.99,0,23.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Direct,Squarespace
6375,25,04/11/2024,Brentford,Greater London,ENGLAND,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Source: Customer_notification,Squarespace
7251,25,28/02/2025,Brentford,Greater London,Middx,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: M.facebook.com,Squarespace
7480,25,31/03/2025,Brentford,Greater London,Middx,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7668,25,30/04/2025,Brentford,Greater London,Middx,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
1152,25,23/05/2024,Brentford,Greater London,England,GB,5.4,35.98,Shipping,GBP,£,2.99,0,33.57,5.09,,1,Two Months' Supply,1,35.98,discount,5.4,0,Unknown,Woocommerce
961,25,23/04/2024,Brentford,Greater London,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
7026,26,28/01/2025,Mottingham,Greater London,LONDON,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Organic: Google,Squarespace
7478,26,31/03/2025,Mottingham,Greater London,LONDON,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7667,26,30/04/2025,Mottingham,Greater London,LONDON,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6444,27,15/11/2024,Horley,South East,Surrey,GB,0,16.66,Royal Mail Second Class,GBP,£,2.99,0,22.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Unknown,Squarespace
6711,27,21/12/2024,Horley,South East,Surrey,GB,0,16.66,Royal Mail First Class,GBP,£,3.99,0,23.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Web admin,Squarespace
7037,27,29/01/2025,Horley,South East,England,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7250,27,28/02/2025,Horley,South East,England,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7477,27,31/03/2025,Horley,South East,England,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7666,27,30/04/2025,Horley,South East,England,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
1590,27,22/08/2024,Horley,South East,England,GB,3,19.99,Shipping,GBP,£,2.99,0,19.98,2.83,,1,One Month's Supply,1,19.99,discount,3,0,Unknown,Woocommerce
1349,27,02/07/2024,Horley,South East,Surrey,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
7298,28,11/03/2025,Hitchin,South East,,GB,4.166667,16.66,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ9497841,1,One Month's Supply,1,12.49,calm25,4.17,0.83,Unknown,Squarespace
7474,28,31/03/2025,Hitchin,South East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7665,28,30/04/2025,Hitchin,South East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7040,29,30/01/2025,Weymouth,South West,Dorset,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7248,29,28/02/2025,Weymouth,South West,Dorset,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7473,29,31/03/2025,Weymouth,South West,Dorset,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7664,29,30/04/2025,Weymouth,South West,Dorset,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
900,29,16/04/2024,Weymouth,South West,Dorset,GB,0,35.98,Shipping,GBP,£,3.99,0,39.97,5.99,,1,8 Week Trial,1,35.98,,,,Unknown,Woocommerce
6760,30,30/12/2024,Chepstow,Wales,Monmouthshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
7039,30,30/01/2025,Chepstow,Wales,Monmouthshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7247,30,28/02/2025,Chepstow,Wales,Monmouthshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7472,30,31/03/2025,Chepstow,Wales,Monmouthshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7663,30,30/04/2025,Chepstow,Wales,Monmouthshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
5662,31,19/09/2024,Falkirk,Scotland,Stirlingshire,GB,0,29.98,Royal Mail First Class,GBP,£,3.99,0,39.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Unknown,Squarespace
7042,31,31/01/2025,Falkirk,Scotland,Stirlingshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7243,31,28/02/2025,Falkirk,Scotland,Stirlingshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7470,31,31/03/2025,Falkirk,Scotland,Stirlingshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7662,31,30/04/2025,Falkirk,Scotland,Stirlingshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
1313,31,26/06/2024,Falkirk,Scotland,Stirlingshire,GB,9,35.98,Shipping,GBP,£,3.99,0,30.97,4.49,,1,8 Week Trial,1,35.98,discount,9,0,Unknown,Woocommerce
6338,32,29/10/2024,Wellington,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6537,32,29/11/2024,Wellington,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
6751,32,29/12/2024,Wellington,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7033,32,29/01/2025,Wellington,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: M.facebook.com,Squarespace
7242,32,28/02/2025,Wellington,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
7469,32,31/03/2025,Wellington,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7661,32,30/04/2025,Wellington,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
1314,32,26/06/2024,Wellington,South West,Devon,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
6108,33,29/09/2024,Salisbury,South West,Wiltshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6333,33,29/10/2024,Salisbury,South West,Wiltshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6533,33,29/11/2024,Salisbury,South West,Wiltshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6748,33,29/12/2024,Salisbury,South West,Wiltshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7031,33,29/01/2025,Salisbury,South West,Wiltshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7240,33,28/02/2025,Salisbury,South West,Wiltshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7465,33,31/03/2025,Salisbury,South West,Wiltshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Bing.com,Squarespace
7660,33,30/04/2025,Salisbury,South West,Wiltshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
1617,33,28/08/2024,Salisbury,South West,Wiltshire,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1479,33,28/07/2024,Salisbury,South West,Wiltshire,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1327,33,28/06/2024,Salisbury,South West,Wiltshire,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1171,33,28/05/2024,Salisbury,South West,Wiltshire,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1019,33,28/04/2024,Salisbury,South West,Wiltshire,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
720,33,23/02/2024,Salisbury,South West,BFP,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
425,33,02/11/2023,Salisbury,South West,Wiltshire,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
370,33,10/10/2023,Salisbury,South West,,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
6107,34,29/09/2024,Exeter,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
6332,34,29/10/2024,Exeter,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6532,34,29/11/2024,Exeter,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Ferryx.com,Squarespace
6747,34,29/12/2024,Exeter,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7030,34,29/01/2025,Exeter,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7239,34,28/02/2025,Exeter,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
7464,34,31/03/2025,Exeter,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
7659,34,30/04/2025,Exeter,South West,Devon,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
1618,34,28/08/2024,Exeter,South West,Devon,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1225,34,09/06/2024,Exeter,South West,Devon,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
965,35,23/04/2024,Caerphilly,Wales,Wales,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
